age,sex,education,workclass,hours-per-week,marital-status,occupation,skills,interests,income
54,Male,High School,Unemployed,27,Widowed,Engineer,C++,Health,58654
24,Male,Diploma,Government,40,Married,Engineer,Data Analysis,Education,80127
38,Female,Bachelors,Freelancer,39,Single,Teacher,Data Analysis,Art,61856
26,Female,Diploma,Self-employed,27,Widowed,Teacher,Excel,Technology,54091
56,Female,Masters,Unemployed,50,Married,Manager,Communication,Art,110474
35,Female,Masters,Freelancer,48,Widowed,Engineer,Leadership,Business,93571
21,Male,Masters,Unemployed,28,Married,Salesperson,Excel,Education,75549
42,Male,Diploma,Self-employed,34,Widowed,Salesperson,Python,Science,45755
31,Male,PhD,Freelancer,49,Widowed,Engineer,Python,Education,125036
26,Male,Bachelors,Self-employed,45,Married,Teacher,Excel,Health,50424
43,Male,Masters,Private,29,Single,Teacher,C++,Health,68339
19,Female,Masters,Self-employed,48,Single,Manager,Excel,Business,142326
37,Male,Masters,Unemployed,35,Widowed,Manager,Excel,Science,127700
45,Male,Bachelors,Government,55,Widowed,Doctor,Communication,Education,113768
64,Male,Masters,Self-employed,39,Single,Artist,Python,Science,59656
24,Female,Bachelors,Government,56,Single,Engineer,Python,Technology,76170
61,Female,Masters,Private,41,Divorced,Salesperson,Leadership,Art,96909
25,Female,Diploma,Freelancer,26,Single,Engineer,Data Analysis,Education,74144
64,Female,Diploma,Freelancer,42,Widowed,Manager,Excel,Science,93928
52,Male,Bachelors,Government,59,Married,Manager,Excel,Technology,93793
31,Male,Diploma,Freelancer,48,Single,Doctor,C++,Technology,109165
34,Female,Bachelors,Self-employed,35,Divorced,Artist,Public Speaking,Art,46729
53,Female,Diploma,Government,57,Divorced,Doctor,Public Speaking,Technology,95178
57,Male,Diploma,Unemployed,47,Divorced,Salesperson,Python,Business,65769
21,Male,Bachelors,Self-employed,57,Married,Artist,C++,Technology,57023
19,Female,PhD,Self-employed,50,Single,Technician,Communication,Science,122733
23,Female,Diploma,Self-employed,33,Single,Engineer,Leadership,Business,75169
59,Female,Masters,Unemployed,52,Single,Doctor,C++,Technology,170571
21,Female,PhD,Private,28,Married,Manager,Python,Health,199871
46,Male,Bachelors,Freelancer,46,Married,Doctor,Communication,Technology,106994
35,Male,PhD,Government,43,Widowed,Technician,Excel,Business,97540
43,Male,High School,Private,32,Divorced,Doctor,Communication,Technology,74094
61,Female,High School,Government,45,Divorced,Engineer,Data Analysis,Technology,50797
51,Female,Diploma,Freelancer,48,Single,Technician,C++,Technology,53063
27,Male,Diploma,Unemployed,47,Married,Manager,Python,Business,105944
53,Male,Masters,Self-employed,47,Married,Manager,C++,Technology,155323
31,Male,PhD,Self-employed,27,Single,Teacher,Excel,Art,92587
48,Male,High School,Unemployed,42,Single,Technician,Public Speaking,Science,50984
32,Female,Diploma,Private,48,Widowed,Teacher,Excel,Art,47912
25,Male,PhD,Private,24,Divorced,Teacher,Python,Business,116581
31,Male,Diploma,Government,26,Divorced,Engineer,Data Analysis,Health,68847
40,Male,Diploma,Unemployed,55,Divorced,Doctor,Leadership,Art,90595
57,Male,High School,Private,46,Widowed,Manager,Communication,Science,64702
38,Male,High School,Unemployed,21,Single,Manager,Communication,Education,73767
33,Male,Diploma,Freelancer,44,Single,Doctor,Excel,Science,90509
62,Male,Bachelors,Self-employed,28,Divorced,Manager,C++,Art,111654
35,Female,Diploma,Self-employed,46,Divorced,Doctor,Public Speaking,Education,115912
64,Female,Diploma,Self-employed,20,Widowed,Technician,C++,Business,57585
41,Female,Masters,Unemployed,42,Married,Engineer,Data Analysis,Science,93211
43,Female,Masters,Unemployed,29,Married,Engineer,Leadership,Health,125896
42,Male,Masters,Government,44,Divorced,Salesperson,C++,Education,82814
62,Female,Bachelors,Self-employed,22,Widowed,Engineer,Communication,Education,70254
58,Female,Bachelors,Government,25,Divorced,Doctor,Public Speaking,Science,98261
46,Male,Diploma,Self-employed,25,Married,Salesperson,C++,Art,46412
32,Male,Masters,Government,21,Divorced,Doctor,Public Speaking,Education,157646
62,Female,Bachelors,Government,37,Married,Artist,Leadership,Business,60308
18,Female,High School,Freelancer,42,Married,Salesperson,Communication,Science,42630
42,Male,Diploma,Government,21,Married,Manager,Public Speaking,Business,74286
24,Female,PhD,Unemployed,31,Single,Manager,C++,Science,171476
26,Male,Diploma,Government,41,Single,Artist,Communication,Business,53930
41,Male,PhD,Self-employed,56,Divorced,Artist,Excel,Art,91048
18,Male,Masters,Government,39,Married,Engineer,Excel,Science,124785
61,Male,PhD,Private,58,Single,Artist,Data Analysis,Health,102988
25,Female,Masters,Self-employed,43,Divorced,Doctor,Excel,Art,120688
41,Male,High School,Private,39,Divorced,Teacher,C++,Business,43531
28,Male,PhD,Self-employed,20,Divorced,Doctor,Leadership,Science,214536
34,Female,Diploma,Unemployed,20,Divorced,Salesperson,Communication,Art,55813
25,Male,Masters,Unemployed,36,Divorced,Artist,Public Speaking,Business,61204
52,Female,Diploma,Unemployed,20,Widowed,Manager,Python,Technology,95074
52,Female,Bachelors,Private,49,Married,Doctor,Excel,Technology,101354
50,Female,Masters,Freelancer,22,Divorced,Manager,Excel,Education,131477
22,Male,PhD,Self-employed,30,Widowed,Doctor,Python,Health,196297
59,Female,Masters,Unemployed,43,Married,Manager,Public Speaking,Technology,159506
56,Female,Diploma,Self-employed,41,Single,Technician,Public Speaking,Business,69020
58,Male,High School,Private,45,Divorced,Doctor,Python,Art,72428
45,Female,Masters,Freelancer,32,Widowed,Salesperson,Public Speaking,Science,82519
24,Female,PhD,Private,20,Single,Manager,C++,Art,156862
26,Female,Bachelors,Self-employed,43,Widowed,Teacher,Public Speaking,Education,69903
25,Female,High School,Freelancer,29,Married,Salesperson,Communication,Art,50521
29,Female,Bachelors,Freelancer,54,Married,Engineer,Public Speaking,Technology,77227
51,Male,Masters,Private,43,Single,Doctor,Excel,Art,158336
50,Female,Diploma,Unemployed,47,Widowed,Teacher,Leadership,Technology,52179
40,Female,Diploma,Self-employed,55,Divorced,Engineer,C++,Technology,60279
41,Male,PhD,Government,35,Divorced,Doctor,C++,Health,221000
54,Male,Diploma,Government,59,Single,Teacher,Public Speaking,Education,50787
52,Male,High School,Private,35,Single,Teacher,Leadership,Business,44458
61,Female,Diploma,Self-employed,36,Single,Salesperson,Leadership,Technology,55667
57,Male,PhD,Self-employed,34,Widowed,Technician,Data Analysis,Science,96027
39,Female,Masters,Private,35,Divorced,Teacher,Leadership,Education,69724
44,Female,Masters,Self-employed,34,Divorced,Technician,Public Speaking,Business,72701
52,Male,Diploma,Unemployed,53,Divorced,Artist,Public Speaking,Science,52723
18,Male,Bachelors,Private,30,Single,Salesperson,Python,Art,75998
52,Female,Masters,Unemployed,20,Divorced,Manager,Excel,Education,152909
54,Male,Diploma,Self-employed,34,Married,Salesperson,Data Analysis,Science,50765
64,Female,PhD,Private,45,Single,Engineer,Public Speaking,Education,115243
31,Male,Diploma,Self-employed,23,Divorced,Manager,Python,Education,103608
20,Male,Masters,Private,24,Widowed,Manager,Data Analysis,Art,159135
18,Male,PhD,Self-employed,54,Single,Technician,Excel,Art,100111
22,Female,Diploma,Unemployed,32,Married,Manager,Data Analysis,Education,89495
43,Male,High School,Unemployed,29,Married,Teacher,Python,Science,33107
31,Female,PhD,Self-employed,30,Widowed,Technician,Communication,Health,132508
56,Female,High School,Private,37,Widowed,Manager,Public Speaking,Technology,79656
44,Female,Bachelors,Government,53,Single,Technician,Excel,Art,61297
26,Female,PhD,Unemployed,58,Single,Artist,C++,Health,89110
32,Male,High School,Unemployed,42,Married,Technician,Excel,Art,48956
32,Female,Masters,Government,26,Widowed,Doctor,Excel,Education,135903
43,Female,Masters,Self-employed,58,Single,Teacher,Excel,Health,86172
59,Male,Bachelors,Private,22,Married,Engineer,Communication,Science,81417
30,Female,PhD,Self-employed,31,Widowed,Doctor,Public Speaking,Science,176943
49,Male,PhD,Freelancer,26,Married,Doctor,Python,Business,203143
56,Female,PhD,Unemployed,45,Divorced,Doctor,Public Speaking,Technology,218394
49,Male,Bachelors,Freelancer,52,Widowed,Manager,C++,Technology,95089
21,Female,PhD,Unemployed,56,Single,Technician,Python,Art,110962
47,Male,Masters,Unemployed,34,Single,Technician,Data Analysis,Technology,107825
54,Female,High School,Freelancer,21,Divorced,Salesperson,Data Analysis,Business,46637
40,Female,Masters,Freelancer,26,Widowed,Manager,Data Analysis,Science,131657
56,Male,Masters,Self-employed,51,Married,Teacher,Python,Health,75527
62,Male,High School,Freelancer,23,Single,Manager,Leadership,Health,61084
32,Male,Masters,Self-employed,39,Divorced,Manager,Communication,Science,120133
60,Male,Bachelors,Self-employed,55,Divorced,Manager,Leadership,Education,101005
46,Female,High School,Self-employed,51,Widowed,Teacher,Public Speaking,Science,41412
53,Female,Masters,Unemployed,47,Widowed,Salesperson,Data Analysis,Health,73593
30,Male,Diploma,Unemployed,32,Single,Teacher,Communication,Art,44404
49,Female,Masters,Freelancer,20,Divorced,Artist,Python,Business,55916
24,Male,Bachelors,Unemployed,54,Married,Salesperson,Data Analysis,Science,69461
39,Male,PhD,Freelancer,49,Divorced,Artist,Python,Education,80241
45,Female,Masters,Unemployed,55,Married,Artist,Communication,Art,78446
19,Female,PhD,Private,44,Married,Artist,Python,Science,102946
59,Female,Diploma,Private,35,Single,Technician,Python,Art,49700
62,Female,Masters,Freelancer,38,Divorced,Doctor,C++,Science,134280
23,Female,High School,Unemployed,20,Married,Doctor,Public Speaking,Art,85407
45,Female,PhD,Unemployed,24,Widowed,Artist,Leadership,Technology,79712
45,Female,Diploma,Self-employed,41,Married,Artist,Leadership,Art,38381
61,Male,High School,Government,43,Widowed,Engineer,Leadership,Technology,65755
61,Male,High School,Freelancer,56,Widowed,Doctor,Excel,Health,82273
37,Male,High School,Government,55,Divorced,Engineer,C++,Technology,55387
47,Male,High School,Government,55,Widowed,Salesperson,Data Analysis,Art,49009
28,Male,Masters,Freelancer,23,Married,Engineer,Data Analysis,Business,117914
45,Female,Masters,Unemployed,55,Widowed,Manager,Data Analysis,Business,118282
42,Male,Masters,Freelancer,37,Divorced,Technician,Leadership,Health,75489
56,Male,Diploma,Government,35,Single,Salesperson,Public Speaking,Art,53483
50,Male,Diploma,Unemployed,37,Married,Teacher,Leadership,Technology,48471
18,Male,Diploma,Private,41,Married,Doctor,Public Speaking,Business,98680
44,Male,Bachelors,Freelancer,21,Divorced,Artist,C++,Science,58948
30,Male,Diploma,Freelancer,40,Divorced,Salesperson,Public Speaking,Education,58814
58,Male,Masters,Unemployed,55,Divorced,Artist,Python,Art,80572
20,Female,Masters,Private,58,Divorced,Teacher,Leadership,Science,62952
56,Female,Bachelors,Private,58,Married,Salesperson,Data Analysis,Science,63429
23,Male,Bachelors,Unemployed,48,Single,Doctor,Python,Art,112286
25,Female,Diploma,Self-employed,45,Widowed,Salesperson,Leadership,Education,62956
44,Female,PhD,Freelancer,40,Widowed,Artist,Communication,Business,80951
26,Female,Bachelors,Freelancer,36,Single,Artist,Excel,Education,47308
54,Female,High School,Government,35,Single,Manager,Leadership,Health,70520
50,Male,Masters,Unemployed,50,Single,Engineer,Communication,Technology,101719
59,Female,High School,Government,28,Divorced,Salesperson,C++,Technology,40102
61,Female,Masters,Government,50,Married,Artist,Communication,Science,60744
41,Female,Masters,Private,33,Married,Technician,C++,Business,105237
32,Male,Bachelors,Freelancer,56,Married,Doctor,Leadership,Education,117270
49,Male,Bachelors,Government,21,Divorced,Technician,C++,Science,82406
49,Male,High School,Private,33,Married,Teacher,Communication,Art,40805
41,Male,Masters,Unemployed,52,Divorced,Salesperson,Public Speaking,Science,67669
58,Male,High School,Government,54,Married,Manager,Excel,Art,86379
29,Male,PhD,Freelancer,58,Single,Doctor,Python,Art,226882
56,Male,High School,Government,39,Widowed,Manager,Python,Health,85507
19,Female,Diploma,Unemployed,21,Widowed,Engineer,Excel,Health,81938
20,Female,High School,Government,38,Divorced,Artist,Data Analysis,Art,41021
54,Female,Diploma,Freelancer,56,Married,Doctor,Python,Business,86652
34,Male,Diploma,Private,37,Widowed,Teacher,Leadership,Health,49712
19,Male,Diploma,Freelancer,35,Single,Salesperson,Data Analysis,Health,48702
19,Male,PhD,Private,23,Single,Engineer,Leadership,Technology,134458
45,Male,High School,Self-employed,31,Single,Engineer,Communication,Science,46113
40,Male,High School,Freelancer,48,Divorced,Manager,Communication,Technology,68514
54,Female,PhD,Freelancer,26,Divorced,Engineer,Data Analysis,Business,167177
49,Female,Masters,Unemployed,33,Married,Doctor,Data Analysis,Health,135912
50,Male,Bachelors,Government,31,Single,Manager,Data Analysis,Health,120271
18,Male,High School,Private,54,Married,Engineer,Data Analysis,Education,54992
36,Male,Bachelors,Private,24,Married,Salesperson,C++,Business,63967
19,Male,PhD,Unemployed,36,Single,Teacher,Public Speaking,Science,118292
61,Female,Masters,Unemployed,51,Married,Salesperson,Data Analysis,Science,98848
43,Male,Masters,Government,29,Widowed,Technician,Public Speaking,Science,92007
49,Male,Masters,Government,36,Divorced,Doctor,Data Analysis,Business,163104
23,Male,PhD,Freelancer,24,Married,Teacher,Communication,Education,86191
49,Male,Diploma,Self-employed,28,Single,Teacher,Leadership,Education,45934
21,Female,Diploma,Government,52,Divorced,Manager,Public Speaking,Technology,106873
28,Male,Bachelors,Unemployed,55,Divorced,Artist,Communication,Business,55710
34,Male,Diploma,Government,55,Married,Manager,Python,Business,91519
55,Female,Diploma,Private,37,Widowed,Doctor,C++,Education,109919
41,Female,Masters,Self-employed,28,Married,Doctor,C++,Art,123429
22,Female,Masters,Freelancer,48,Widowed,Manager,Leadership,Art,139545
51,Male,Bachelors,Private,33,Divorced,Artist,Data Analysis,Technology,54061
23,Male,High School,Private,44,Married,Salesperson,Communication,Art,50207
39,Female,Bachelors,Self-employed,34,Single,Manager,Python,Art,93201
28,Female,Bachelors,Freelancer,25,Married,Doctor,Communication,Art,142117
33,Female,PhD,Unemployed,48,Widowed,Artist,Data Analysis,Health,74884
50,Female,PhD,Freelancer,34,Widowed,Doctor,Data Analysis,Technology,174865
26,Female,Bachelors,Government,48,Married,Artist,Excel,Education,56052
23,Female,Bachelors,Private,23,Widowed,Artist,Communication,Art,57784
33,Male,Bachelors,Government,37,Divorced,Manager,Leadership,Science,96560
46,Male,Diploma,Unemployed,58,Married,Manager,Communication,Health,76315
20,Male,PhD,Government,35,Widowed,Manager,C++,Art,208100
37,Female,Bachelors,Freelancer,30,Married,Artist,Python,Health,48518
53,Female,Masters,Government,33,Married,Artist,Public Speaking,Technology,70052
36,Female,Masters,Unemployed,22,Single,Doctor,Leadership,Science,157162
43,Female,Diploma,Unemployed,57,Married,Teacher,Excel,Science,48384
20,Female,Diploma,Unemployed,37,Single,Manager,Python,Science,93012
36,Female,High School,Freelancer,39,Widowed,Technician,Python,Art,48437
37,Male,High School,Unemployed,44,Single,Doctor,Public Speaking,Health,93910
49,Male,High School,Private,57,Single,Doctor,C++,Science,70536
24,Female,Diploma,Unemployed,32,Single,Engineer,C++,Business,76053
58,Male,Diploma,Government,23,Divorced,Manager,C++,Business,80592
50,Female,Diploma,Government,33,Single,Salesperson,Leadership,Health,52707
57,Male,Masters,Government,52,Married,Doctor,Communication,Art,160301
56,Female,Diploma,Freelancer,47,Single,Engineer,Python,Art,64399
35,Female,Masters,Government,56,Married,Technician,Communication,Technology,83382
57,Male,High School,Freelancer,27,Single,Technician,Communication,Technology,52835
18,Male,High School,Freelancer,53,Divorced,Salesperson,C++,Science,36476
28,Female,High School,Unemployed,24,Widowed,Manager,Communication,Education,70798
45,Female,Bachelors,Private,24,Single,Artist,Python,Technology,64766
42,Male,Bachelors,Unemployed,50,Single,Engineer,Python,Art,100668
40,Male,PhD,Unemployed,28,Divorced,Artist,Data Analysis,Education,74637
48,Female,PhD,Freelancer,51,Single,Technician,Excel,Technology,106231
47,Male,PhD,Freelancer,52,Married,Technician,Leadership,Health,108729
59,Female,Bachelors,Government,22,Single,Teacher,Communication,Business,70398
52,Female,Bachelors,Government,49,Single,Teacher,Leadership,Technology,69140
24,Female,PhD,Unemployed,31,Widowed,Salesperson,Leadership,Technology,126687
33,Female,PhD,Self-employed,48,Widowed,Teacher,Leadership,Health,94781
43,Male,Diploma,Self-employed,22,Single,Teacher,Public Speaking,Art,43154
19,Male,PhD,Government,45,Divorced,Salesperson,Data Analysis,Science,124684
18,Male,Diploma,Self-employed,49,Widowed,Doctor,Leadership,Health,108141
29,Male,Masters,Government,28,Single,Teacher,Data Analysis,Science,78350
22,Male,Bachelors,Freelancer,45,Widowed,Doctor,Python,Technology,143387
54,Male,PhD,Unemployed,21,Single,Doctor,Public Speaking,Art,212318
49,Male,Bachelors,Private,22,Widowed,Manager,Communication,Education,86737
26,Female,Bachelors,Unemployed,23,Widowed,Doctor,Data Analysis,Technology,135220
58,Male,Bachelors,Government,44,Married,Doctor,Excel,Health,110370
52,Male,Masters,Government,32,Single,Teacher,Leadership,Education,79901
36,Female,High School,Unemployed,58,Single,Doctor,Public Speaking,Business,94045
33,Male,PhD,Government,54,Single,Artist,Excel,Education,76834
20,Male,High School,Self-employed,42,Single,Salesperson,Python,Health,37231
37,Female,High School,Self-employed,28,Widowed,Teacher,Python,Education,33712
41,Male,High School,Government,21,Married,Salesperson,C++,Health,44936
50,Male,Bachelors,Government,50,Married,Engineer,Leadership,Technology,76350
41,Male,Diploma,Self-employed,21,Divorced,Teacher,C++,Art,52096
28,Female,Bachelors,Government,51,Single,Doctor,Public Speaking,Business,130445
25,Male,Bachelors,Government,37,Divorced,Artist,Excel,Art,47597
53,Male,High School,Unemployed,32,Widowed,Salesperson,Communication,Art,46362
55,Female,Bachelors,Private,24,Divorced,Teacher,C++,Art,54335
57,Male,High School,Self-employed,29,Single,Artist,Python,Health,35834
37,Female,Diploma,Unemployed,44,Married,Salesperson,Leadership,Health,63917
52,Female,PhD,Private,53,Married,Engineer,Excel,Business,159381
42,Male,High School,Government,56,Single,Technician,Data Analysis,Health,40172
52,Female,Diploma,Government,49,Widowed,Engineer,Public Speaking,Science,67860
42,Female,PhD,Unemployed,26,Single,Technician,Public Speaking,Health,109280
46,Male,Masters,Government,25,Widowed,Manager,Python,Health,108191
35,Female,High School,Freelancer,22,Married,Technician,Data Analysis,Health,53205
63,Female,High School,Unemployed,32,Widowed,Manager,Public Speaking,Technology,75948
35,Male,Masters,Private,22,Single,Teacher,Communication,Business,67858
19,Male,Masters,Unemployed,45,Single,Manager,Leadership,Science,148026
52,Male,High School,Self-employed,43,Single,Artist,Communication,Health,36744
33,Female,Masters,Unemployed,25,Widowed,Manager,Public Speaking,Business,131095
58,Male,Bachelors,Government,31,Widowed,Artist,Communication,Education,43408
53,Female,PhD,Government,55,Widowed,Salesperson,Public Speaking,Technology,91310
50,Female,PhD,Freelancer,21,Married,Salesperson,Leadership,Health,126856
21,Female,PhD,Freelancer,30,Divorced,Technician,Leadership,Science,139388
50,Female,Bachelors,Freelancer,58,Divorced,Technician,Data Analysis,Technology,73313
31,Female,Masters,Private,53,Single,Technician,Communication,Science,102045
38,Female,Diploma,Freelancer,45,Married,Manager,Excel,Technology,92970
37,Female,Masters,Private,37,Widowed,Technician,Data Analysis,Education,77331
25,Male,High School,Freelancer,40,Single,Manager,Leadership,Business,61270
24,Male,PhD,Private,55,Married,Manager,Python,Technology,166194
20,Female,Masters,Unemployed,59,Single,Doctor,Public Speaking,Art,173938
34,Female,Diploma,Unemployed,41,Married,Doctor,Data Analysis,Education,111844
50,Male,High School,Government,49,Married,Manager,C++,Art,82388
29,Female,Bachelors,Private,49,Divorced,Salesperson,Excel,Education,76531
39,Male,Bachelors,Self-employed,27,Single,Artist,Public Speaking,Art,47737
39,Male,Diploma,Government,53,Widowed,Teacher,Data Analysis,Art,44990
63,Male,High School,Unemployed,28,Divorced,Engineer,Leadership,Science,47102
47,Female,PhD,Private,39,Divorced,Doctor,Leadership,Technology,222409
55,Female,Masters,Freelancer,59,Widowed,Manager,Excel,Technology,155743
55,Male,High School,Self-employed,44,Married,Engineer,C++,Education,53902
62,Male,Bachelors,Unemployed,38,Widowed,Doctor,Data Analysis,Business,125791
25,Male,Diploma,Government,24,Single,Teacher,Data Analysis,Science,43091
44,Male,Diploma,Private,30,Widowed,Artist,Communication,Technology,52737
44,Male,Masters,Self-employed,34,Married,Manager,Python,Technology,154688
51,Female,Diploma,Private,27,Widowed,Teacher,Leadership,Science,59524
38,Male,Diploma,Freelancer,38,Married,Salesperson,Data Analysis,Health,61836
47,Female,High School,Government,42,Married,Doctor,Data Analysis,Science,92205
50,Male,PhD,Private,46,Single,Manager,Public Speaking,Technology,145784
45,Female,Masters,Unemployed,59,Widowed,Engineer,Public Speaking,Business,114935
64,Female,High School,Government,51,Widowed,Salesperson,Data Analysis,Health,41046
50,Female,PhD,Unemployed,45,Single,Salesperson,C++,Art,128955
22,Female,High School,Private,46,Married,Technician,Python,Science,53802
36,Female,High School,Government,38,Widowed,Artist,Data Analysis,Art,41242
21,Female,Diploma,Unemployed,48,Single,Salesperson,Excel,Health,61836
52,Male,PhD,Freelancer,58,Married,Doctor,Leadership,Health,181344
34,Female,Masters,Freelancer,52,Single,Artist,Communication,Health,75259
61,Male,Masters,Private,38,Widowed,Manager,Public Speaking,Education,113837
45,Female,PhD,Government,56,Single,Technician,Excel,Science,137864
47,Female,Diploma,Self-employed,38,Divorced,Teacher,Leadership,Business,57171
46,Male,Bachelors,Government,52,Married,Artist,Public Speaking,Business,48004
63,Female,High School,Freelancer,35,Divorced,Engineer,C++,Art,63091
23,Male,Diploma,Unemployed,42,Divorced,Doctor,Public Speaking,Art,98412
52,Male,PhD,Self-employed,26,Married,Engineer,Python,Art,129090
58,Male,High School,Private,45,Married,Artist,Python,Science,40252
54,Male,Masters,Self-employed,51,Single,Technician,Leadership,Technology,80193
41,Female,Bachelors,Private,31,Married,Teacher,Excel,Art,48567
46,Female,Masters,Self-employed,27,Divorced,Teacher,Communication,Health,65793
63,Male,PhD,Private,24,Divorced,Engineer,C++,Art,130382
48,Female,High School,Private,47,Widowed,Manager,Leadership,Health,82493
52,Female,PhD,Self-employed,24,Married,Manager,C++,Education,213616
50,Male,High School,Self-employed,45,Divorced,Technician,Python,Technology,43759
38,Female,Diploma,Private,24,Widowed,Teacher,Data Analysis,Technology,52829
49,Male,Bachelors,Freelancer,41,Widowed,Engineer,Data Analysis,Science,80629
40,Male,Diploma,Self-employed,34,Single,Engineer,Communication,Science,83472
50,Female,Diploma,Government,32,Divorced,Engineer,C++,Business,71014
20,Female,PhD,Unemployed,47,Single,Artist,Leadership,Education,105812
35,Female,Bachelors,Private,52,Divorced,Technician,Communication,Science,60921
42,Male,High School,Private,42,Single,Manager,Public Speaking,Health,85547
59,Male,High School,Unemployed,52,Single,Manager,Public Speaking,Education,62742
48,Female,Masters,Freelancer,37,Married,Artist,Excel,Technology,79988
20,Female,High School,Unemployed,49,Single,Doctor,Data Analysis,Health,72494
57,Female,PhD,Self-employed,45,Married,Artist,Leadership,Education,75902
63,Female,Diploma,Unemployed,35,Widowed,Technician,C++,Technology,58429
41,Male,Diploma,Private,32,Divorced,Engineer,Communication,Science,76399
49,Female,Diploma,Unemployed,58,Widowed,Artist,Leadership,Health,41646
64,Male,Bachelors,Government,52,Divorced,Engineer,Communication,Health,87568
39,Male,High School,Self-employed,45,Widowed,Technician,Communication,Technology,48219
40,Female,PhD,Unemployed,20,Divorced,Salesperson,Communication,Health,104948
19,Female,Bachelors,Private,57,Single,Technician,C++,Science,74205
44,Female,Masters,Self-employed,21,Divorced,Teacher,Leadership,Science,67641
59,Male,PhD,Private,25,Divorced,Engineer,Python,Science,151691
19,Female,PhD,Freelancer,57,Widowed,Manager,Python,Technology,144121
43,Female,PhD,Government,43,Widowed,Artist,C++,Art,105320
34,Male,Diploma,Freelancer,37,Widowed,Salesperson,Public Speaking,Art,55845
57,Female,PhD,Government,46,Married,Technician,C++,Health,130532
50,Male,High School,Unemployed,27,Married,Engineer,Data Analysis,Science,61419
26,Female,PhD,Self-employed,47,Divorced,Salesperson,Communication,Health,117507
60,Male,Diploma,Unemployed,29,Divorced,Doctor,Leadership,Technology,94568
56,Female,PhD,Government,36,Single,Teacher,Leadership,Health,82798
46,Female,Masters,Government,48,Single,Doctor,Excel,Business,159854
59,Male,Masters,Government,25,Divorced,Technician,Excel,Art,83887
43,Male,Diploma,Private,33,Married,Doctor,Python,Health,92556
52,Female,High School,Self-employed,41,Divorced,Doctor,Excel,Health,91136
42,Male,High School,Unemployed,25,Single,Teacher,Excel,Education,43516
41,Male,Bachelors,Unemployed,45,Married,Teacher,Python,Health,55207
30,Male,Diploma,Freelancer,58,Married,Teacher,Data Analysis,Business,46185
24,Male,PhD,Government,31,Single,Salesperson,Public Speaking,Art,105969
53,Female,Diploma,Government,54,Divorced,Teacher,Python,Education,48048
62,Female,Bachelors,Government,33,Widowed,Doctor,Public Speaking,Technology,110191
37,Male,Diploma,Unemployed,41,Divorced,Manager,Excel,Technology,76582
18,Male,Diploma,Freelancer,42,Divorced,Manager,Leadership,Art,87136
